,crs,lat,lon,name,tiploc,toc
767,XDY,0.0,0.0,Dunster (Bus),DNSR,ZB
768,LHO,53.80483019656719,-2.448658994557881,Langho,LGHO,NT
769,SPS,55.89013524699054,-4.140807489803883,Stepps,STEPPS,SR
770,TOP,50.68621453115502,-3.464422625896101,Topsham,TOPSHAM,GW
771,BIA,54.65719371428514,-1.6777149289947757,Bishop Auckland,BSAUKLD,NT
772,HTH,53.34649159428502,-2.213633292505922,Handforth,HNDFRTH,NT
773,MRT,53.40720503635306,-3.113501934675201,Moreton (Merseyside),MOTO,ME
774,MCH,52.55989197830318,0.09119774993689087,March,MRCH,LE
775,TDU,51.54736033588723,-3.595549417050111,Tondu,TONDU,AW
776,BCS,51.90348104529618,-1.1503834405302182,Bicester North,BCSTN,CH
777,NMP,52.23749871810883,-0.9066530690124484,Northampton,NMPTN,LM
778,ALP,53.58549911063959,-0.7331822550943784,Althorpe,ALTPE,NT
779,BSE,52.25376132668849,0.7133066937728735,Bury St Edmunds,BSTEDMS,LE
780,CPG,0.0,0.0,Chipping Norton West St (Bus),CHNOBUS,ZB
781,PTR,51.00672454920928,-0.9411367347918848,Petersfield,PTRSFLD,SW
782,BUC,52.597736141727765,1.470325361228022,Buckenham,BUCKNHM,LE
783,KLY,51.32477506779798,-0.10092541728047168,Kenley,KNLYBUS,SN
784,ELW,51.45564162691863,0.05247233681788562,Eltham,ELTHAM,SE
785,WHA,51.09495867091396,1.0380495547375201,Westenhanger,WENHNGR,SE
786,LHL,0.0,0.0,Langholm (Bus),LGHM,ZB
787,SWP,0.0,0.0,Stranraer West Pier (Bus),STRNWPR,ZB
788,XAM,0.0,0.0,Culdrose RNAS (Bus),HLSTCUL,ZB
789,WWL,53.279958823188785,-1.200207147112336,Whitwell,WHWLL,EM
790,EDW,51.46149260795376,-0.080571695449775,East Dulwich,EDULWCH,SN
791,XAS,0.0,0.0,Fowey (Bus),FOWESHT,ZB
792,NRD,54.53619805924649,-1.5539496863682962,North Road,NTRD,NT
793,BTE,50.918219081812346,-1.3769994993631978,Bitterne,BITERNE,SW
794,IMW,51.47494724298403,-0.18282274948706093,Imperial Wharf,CSEAH,LO
795,ANN,54.98383376980931,-3.262580418934523,Annan,ANNAN,SR
796,BDN,50.6783701623818,-1.1387223697297855,Brading,BRDING,IL
797,CES,51.85233470686106,0.5779610666895125,Cressing,CRESING,LE
798,KBW,51.86685300203837,-0.18728878463534784,Knebworth,KNEBWTH,GN
799,DAR,54.520446299983476,-1.54732384767041,Darlington,DLTN,GR
800,HWD,53.18535688884502,-3.0320806992674627,Hawarden,HAWARDN,AW
801,TAD,51.29163567610228,-0.23596466097434754,Tadworth,TADWBUS,SN
802,BAG,51.36436573473389,-0.6886619648913967,Bagshot,BAGSHOT,SW
803,ZHS,51.5010221,-0.1927364,Kensington High St Underground,KNSGHST,LT
804,SMD,52.64783023613651,-0.48011521815778613,Stamford,STAMFD,EM
805,BUD,54.35497818496414,-2.7666768549764145,Burneside,BNSD,TP
806,DOT,54.95005380201105,-1.6420444264848724,Dunston,DNSN,NT
807,ELS,51.653067525992235,-0.2800815308239107,Elstree & Borehamwood,ELTR,TL
808,CHF,53.82659901587783,-1.2275888075482686,Church Fenton,CHFN,NT
809,HAZ,53.377541479402424,-2.1220193539330725,Hazel Grove,HAZL,NT
810,KMH,52.092216561792284,-0.503913816357818,Kempston Hardwick,KMPSTNH,LM
811,SOF,51.649456315625315,0.6065050721194083,South Woodham Ferrers,WDHAMFR,LE
812,NRW,52.62715135671182,1.3068200692351606,Norwich,NRCH,LE
813,AHS,51.1286608654508,0.15265211905533932,Ashurst,ASHUBUS,SN
814,LCH,0.0,0.0,"Lochmaddy, North Uist (Bus)",LCHMADY,ZB
815,FZW,53.63249900754808,-1.3742730514793733,Fitzwilliam,FITZWLM,NT
816,MIN,55.825110460976596,-4.533357892965771,Milliken Park,MILKNPK,SR
817,RUN,53.33869308497395,-2.7392511191085096,Runcorn,RUNCORN,VT
818,WSL,52.584396707348795,-1.9847549044354176,Walsall,WALSALL,LM
819,OKM,52.67221309567236,-0.734171179052045,Oakham,OAKHAM,EM
820,WAT,51.50329674936403,-0.11310894207247583,London Waterloo,WATRLOO,RT
821,AYP,51.43545074209875,0.12573707258458985,Albany Park,ALBNFCL,SE
822,MST,51.609936527991266,-3.654645533229463,Maesteg,MAESTGW,AW
823,KNU,52.35985976035295,-3.0968773831008822,Knucklas,KNUCKLS,AW
824,LEI,52.63142346389848,-1.1252754879979778,Leicester,LESTER,EM
825,WAT,51.50329674936403,-0.11310894207247583,London Waterloo,WATRLOW,RT
826,WCR,55.79032095720713,-4.310156614120438,Whitecraigs,WTCR,SR
827,MRP,53.59499450143558,-1.304947026200511,Moorthorpe,MORTHRP,NT
828,SNH,53.453121347253756,-2.7303047705164274,St Helens Central,STHLNSC,NT
829,CAO,52.68615917215587,-2.0221472570810692,Cannock,CNCK,LM
830,DKR,0.0,0.0,Derker,DERKER,NT
831,RAI,51.36630390787879,0.6113370928898443,Rainham (Kent),RAINHMK,SE
832,RKT,53.041461166001405,-0.3807621721193936,Ruskington,RSKNGTN,EM
833,YOK,55.892585292511335,-4.38628658381112,Yoker,YOKER,SR
834,BDT,54.08412954937161,-0.19872038337975348,Bridlington,BRDLNGT,NT
835,SLE,0.0,0.0,Sale Metrolink (Bus),SALE,ZB
836,BHA,0.0,0.0,Bournemouth Hurn Airport (Bus),BOMOHAP,SW
837,LDN,52.83615994624459,-4.123856621788723,Llandanwg,LNDW,AW
838,SHJ,53.43372393350581,-2.7002594271851814,St Helens Junction,STHLNSJ,NT
839,CHH,51.0506841706552,-0.36355632706832447,Christs Hospital,CHRSTSH,SN
840,CMF,53.112930468306544,-1.54916186982457,Cromford,CROMFD,EM
841,HYR,51.425446096759174,-0.18881470335824457,Haydons Road,HYDNSRD,TL
842,LGN,52.98995111185622,-2.1370105616277058,Longton,LNTN,EM
843,XLB,0.0,0.0,Leeds Bradford Airport (Bus),HSFTLBD,ZB
844,BXH,51.46349823744814,0.1337348778241144,Bexleyheath,BXLYHTH,SE
845,CPM,51.46248625932685,-2.1153938890659556,Chippenham,CHIPNHM,GW
846,DFR,55.941246405469805,-4.774765971658116,Drumfrochar,DRMFCHR,SR
847,NCO,50.70504003016696,-3.472784146827907,Newcourt,NWCOURT,GW
848,WET,53.92317632209905,-1.5812156292965975,Weeton,WEETON,NT
849,EMD,52.862498885323696,-1.26323188758685,East Midlands Parkway,EMPKWAY,EM
850,POP,53.975896235224596,-1.1485966423467293,Poppleton,POPLTON,NT
851,AYH,51.227252059475255,1.2094527769953805,Aylesham,ALSHAM,SE
852,ZUM,51.55902,0.25091,Upminster Underground,UPMNLT,LT
853,CHD,53.23821850589172,-1.420115849660338,Chesterfield,CHFD,EM
854,HEZ,54.9516,-1.5558,Heworth (T & W Metro),HEWOMTR,TW
855,PRB,53.293381254894896,-2.1454824995677475,Prestbury,PSBY,NT
856,GTR,53.22255049235597,-2.3264703017229444,Goostrey,GOOSTRY,NT
857,ACK,55.30709696561217,-1.6518346310188625,Acklington,ACKLNGT,NT
858,KNL,51.530538360749865,-0.22508765697178096,Kensal Green,KENSLG,LT
859,SAN,50.6568695899189,-1.162387329475566,Sandown,SNDOWN,IL
860,THL,52.39510215739684,-1.596848383361263,Tile Hill,TILEH,LM
861,SIP,51.86565245368683,-1.5926933114150619,Shipton,SPTN,GW
862,SFA,51.54482631414697,-0.008777643917449477,Stratford International,STFODOM,SE
863,UPW,50.64826995604226,-2.4661380602376135,Upwey,UPWEY,SW
864,GIP,51.42445124677126,-0.08383591360508093,Gipsy Hill,GIPSYH,SN
865,RUT,55.8305912637968,-4.212104062445232,Rutherglen,RTHGLEN,SR
866,SES,53.59460651720795,-1.2848582759782057,South Elmsall,SELMSAL,NT
867,TGM,50.54806028653963,-3.4946627198399445,Teignmouth,TEINMTH,GW
868,ADS,55.639870802970464,-4.821110298922474,Ardrossan Harbour,ARDRSHB,SR
869,BCG,51.52155442514465,-3.2018531942588697,Birchgrove,BCHGRV,AW
870,RFD,51.581726649867726,0.7023032471095719,Rochford,ROCHFD,LE
871,PES,52.830704368555146,-4.11215964079145,Pensarn,PSRN,AW
872,BAI,55.866449660569266,-4.0432902652816365,Blairhill,BLAIRHL,SR
873,TLB,52.77262827673167,-4.096596334047657,Talybont,TALB,AW
874,PBU,0.0,0.0,Peterborough Queensgate (Bus),PBROBST,GR
875,SVG,51.9016857038412,-0.20710945828705363,Stevenage,STEVNGE,GN
876,WPE,51.50438617978932,-0.055930892717841074,Wapping,WAPPING,LO
877,BDG,55.848961401443525,-4.226056226001148,Bridgeton,BRIDGTN,SR
878,THH,53.43658058761494,-2.759374449745876,Thatto Heath,THHT,NT
879,ATB,52.90621128767135,-1.2314155150633759,Attenborough,ATNBRO,EM
880,MTH,55.79167296299882,-3.9943252695432,Motherwell,MOTHRWL,SR
881,WKM,51.41121673362042,-0.8425432228969281,Wokingham,WOKNGHM,SW
882,GMT,54.43611152004637,-0.724965617265729,Grosmont,GROSMNT,NT
883,ARL,52.026029445794435,-0.2663198291330011,Arlesey,ARLSEY,GN
884,BGD,51.69230742284197,-3.22967951657234,Bargoed,BARGOED,AW
885,REE,52.564501418728966,1.5596512495088084,Reedham (Norfolk),RDHAMN,LE
886,HPA,51.44998710641613,-0.04550544912470422,Honor Oak Park,HONROPK,LO
887,NUN,52.5263688981183,-1.4638752026538313,Nuneaton,NNTN,LM
888,GGT,0.0,0.0,Glasgow Airport (Bus),GLGAPT,ZB
889,TRM,51.97652670643963,1.3195363791898391,Trimley,TRIMLEY,LE
890,WTY,51.13316017797117,-0.64578302156456,Witley,WITLEY,SW
891,SWO,51.21529792638638,1.2137051135102668,Snowdown,SNWDNAN,SE
892,MDB,51.27716747493778,0.5139601567481406,Maidstone Barracks,MSTONEB,SE
893,ENL,51.67092021469247,-0.028532460355955296,Enfield Lock,ENFLDLK,LE
894,MIJ,51.392948269315035,-0.15775664034617784,Mitcham Junction,MITCHMJ,SN
895,MDE,51.2778281023892,0.5212950677735491,Maidstone East,MSTONEE,SE
896,GOD,51.18658481958653,-0.6188623046937117,Godalming,GDLMING,SW
897,HGR,51.45202339017424,-0.0009442471374142076,Hither Green,HTHRGRN,SE
898,SPO,52.91221758576444,-1.4110939241799283,Spondon,SPDN,EM
899,WNT,51.46104594249781,-0.188125474815238,Wandsworth Town,WDWTOWN,SW
900,ECR,51.37545193081551,-0.09277969498286084,East Croydon,ECROYDN,SN
901,CLS,54.85459289744248,-1.5780152721263159,Chester-le-Street,CLST,NT
902,QYD,51.66072355028108,-3.3228003923143334,Quakers Yard,QUAKRSY,AW
903,WBC,52.262303562822524,0.19679051029094718,Waterbeach,WATBECH,GN
904,NES,53.29184946362797,-3.0630760899384444,Neston,NESTON,AW
905,PCN,55.840075825798415,-4.424117325023884,Paisley Canal,PSLYCAN,SR
906,WSA,53.3691230163462,-2.9069642052524043,West Allerton,WALERTN,NT
907,SFI,55.91993785573309,-3.078711960200709,Shawfair,SHWFAIR,SR
908,SLH,54.46105113543207,-0.6624808188996181,Sleights,SLEGHTS,NT
909,HTN,52.29527614704971,-1.6729751598647165,Hatton,HATTON,CH
910,KIV,53.34095624342764,-1.2671793921663597,Kiveton Bridge,KVTNBDG,NT
911,RIS,53.763813165444645,-2.4201576603398367,Rishton,RISHTON,NT
912,DMS,51.1557898965699,-0.004308260216713552,Dormans,DORMANS,SN
913,LCN,53.226085430844996,-0.5399219252458871,Lincoln Central,LINCLNC,EM
914,AYP,51.43545074209875,0.12573707258458985,Albany Park,ALBNHV,SE
915,ERI,51.0889636957593,0.20143172133156884,Eridge,ERIDBUS,SN
916,XHC,0.0,0.0,Hatton Cross (Bus),LHRBHC,ZB
917,BMK,0.0,0.0,Burnham Market (Bus),BRNAMKT,LE
918,WLC,51.68505910708776,-0.02655839253652893,Waltham Cross,WALHAMX,LE
919,WOX,0.0,0.0,Workington Bus Station,WKNTBS,ZB
920,XAV,0.0,0.0,Helston (Bus),HLSTWOO,ZB
921,MPT,55.16237484350375,-1.6830745047493623,Morpeth,MRPTHRP,NT
922,MDW,51.27046418283473,0.5157734395383977,Maidstone West,MSTONEW,SE
923,WEL,52.303780941686156,-0.6766509178766319,Wellingborough,WLNGBRO,EM
924,HRY,51.577180346683036,-0.09814377245064193,Harringay Green Lanes,HRGYSTD,LO
925,MOB,53.3291375834264,-2.3336654262450476,Mobberley,MOBERLY,NT
926,SWL,51.389234243243365,0.747133634237231,Swale,SWALE,SE
927,ECC,53.485356902115,-2.334514273749063,Eccles,ECCLES,NT
928,HEW,54.951566653928026,-1.5557661266150986,Heworth,HEWORTH,NT
929,LLH,51.691134265350954,-4.078929312526799,Llangennech,LLGNNCH,AW
930,BKO,51.30375613303132,-0.6357478718960062,Brookwood,BRKWOOD,SW
931,GSY,53.87593267425971,-1.7150799174402407,Guiseley,GUISELY,NT
932,SBY,53.78278333014686,-1.0637859417157975,Selby,SELBY,TP
933,WCS,0.0,0.0,Wembley Stadium (Bus),WEMBNEX,ZB
934,WSB,51.26698437441283,-2.1991816776934567,Westbury,WSTBRYW,GW
935,ETC,51.010544161933936,0.4423562844585348,Etchingham,ETCHNGM,SE
936,BLT,55.797324406118534,-4.086970693586628,Blantyre,BLANTYR,SR
937,SSD,51.888589131846814,0.2608155053439712,Stansted Airport,STANAIR,LE
938,DOR,53.32763268084741,-1.5152976184887708,Dore,DORE,NT
939,NVR,53.39537429978985,-2.343417127044364,Navigation Road,NAVGTNR,NT
940,CFF,55.818255201893635,-4.228324589497558,Croftfoot,CFFT,SR
941,CKN,50.87353383773213,-2.778495992018508,Crewkerne,CRKRN,SW
942,GLT,56.16235603856619,-3.1430152965050335,Glenrothes with Thornton,GLNRTHS,SR
943,WTG,52.67316965969954,0.3833160874992912,Watlington,WATLGTN,GN
944,BAN,52.0603064839711,-1.328132787927425,Banbury,BNBR,CH
945,HYS,51.376331958057854,0.010556711722336817,Hayes (Kent),HAYS,SE
946,BHR,52.1693204295619,-3.4270325387198746,Builth Road,BUILTHR,AW
947,KND,51.29472286699221,-0.21124755322648878,Kingswood,KGWD,SN
948,KNN,52.41428899731029,-1.9323257367263669,Kings Norton,KNORTON,LM
949,WOL,52.06587601199757,-0.8042669764303993,Wolverton,WLVR,LM
950,WTO,52.518583408775875,-1.743090383782568,Water Orton,WTRORTN,LM
951,ADR,55.86397765192855,-3.982912018304417,Airdrie,AIRDRIE,SR
952,LLC,52.92068301295179,-4.057034603026822,Llandecwyn,LNDC,AW
953,PKS,50.722977068126426,-1.9479564877146922,Parkstone (Dorset),PSTONE,SW
954,GOM,51.21939670761506,-0.44185217851218306,Gomshall,GOMSHAL,GW
955,TYL,56.433341008113324,-4.714820993052909,Tyndrum Lower,TYNDRML,SR
956,BOP,51.607010020708174,-0.12058194853157841,Bowes Park,BOWESPK,GN
957,HRY,51.577180346683036,-0.09814377245064193,Harringay Green Lanes,HRGYGL,LO
958,HER,51.37681022187493,-0.38995925073186316,Hersham,HERSHAM,SW
959,WRH,50.81849699250669,-0.3761714517710371,Worthing,WORTHNG,SN
960,BON,53.57414163728072,-2.42582462778998,Bolton,BOLTON,NT
961,BOA,51.344912468175174,-2.252326638203564,Bradford-on-Avon,BRDFDOA,GW
962,CFH,51.485555292364644,0.2874469313652822,Chafford Hundred,CHADHDD,CC
963,UTY,56.43466206759634,-4.7037213782878,Upper Tyndrum,TYNDRMU,SR
964,NAR,51.79936657249062,-4.7271750023046595,Narberth,NRBERTH,AW
965,BDL,53.63404793441169,-3.0144495759766166,Birkdale,BKDLE,ME
966,HMT,51.068376486863706,0.8545063323635825,Ham Street,HMST,SN
967,MKM,51.37982121343915,-2.144496977876013,Melksham,MELKSHM,GW
968,AUW,51.86733908563591,-1.564052662346737,Ascott-under-Wychwood,ASCTUWD,GW
969,EAL,51.514839622384564,-0.3017517585183477,Ealing Broadway,EALINGB,GW
970,EAL,51.514839622384564,-0.3017517585183477,Ealing Broadway,EALINGC,GW
971,WTB,54.48460825807038,-0.6154029094098699,Whitby,WTBY,NT
972,CST,51.51138045355871,-0.09029297465945531,London Cannon Street,CANONST,RT
973,DWN,53.69803429849242,-2.464939658082388,Darwen,DARWEN,NT
974,BLE,53.80534713159386,-1.6372061939166054,Bramley (West Yorkshire),BRMLYSR,NT
975,AAP,51.597922137232686,-0.12023521403096685,Alexandra Palace,ALEXNDP,GN
976,NUF,51.22681170138709,-0.1325313182123676,Nutfield,NUTFILD,SN
977,STG,56.119815732043165,-3.9356194947899046,Stirling,STIRLNG,SR
978,XDX,0.0,0.0,Cullompton (Bus),CULLMKH,ZB
979,HON,50.796579350564876,-3.186717808982303,Honiton,HONITNS,SW
980,BPW,51.51379949629592,-2.5421630495274155,Bristol Parkway,BRSTPWY,GW
981,KIT,51.40252025632986,-1.445988871669746,Kintbury,KNTBRY,GW
982,RAD,51.68620419548325,-1.2404820423060487,Radley,RDLEY,GW
983,MCE,54.95874771106297,-1.6656259024557258,Metro Centre,GTSHDMC,NT
984,SNT,53.27836089130091,-2.8420514306856375,Stanlow & Thornton,STNLWAT,NT
985,BYD,51.40243987810458,-3.260703306488731,Barry Docks,BARRYDK,AW
986,DAM,55.986317614615565,-3.3816195779071316,Dalmeny,DLMYJN,SR
987,FIN,51.85278044770955,-1.4693429732145418,Finstock,FINSTCK,GW
988,BMT,51.440086163268816,-2.594148928636209,Bedminster,BDMNSTR,GW
989,HSL,51.08864639716551,-0.7191626210215357,Haslemere,HASLEMR,SW
990,CET,51.88645380447573,0.9047625215849444,Colchester Town,CLCHRTN,LE
991,HDG,53.36941407075436,-2.23666733735219,Heald Green,HLDG,NT
992,PNR,54.661803634077664,-2.758880666238205,Penrith,PNTH,VT
993,XAE,0.0,0.0,Abingdon (Bus),ABNGSTR,ZB
994,MHM,51.26415234420119,-0.1502256766212361,Merstham,MERSTHM,SN
995,HSC,53.59776652284931,-2.8044208500644543,Hoscar,HOSCAR,NT
996,SNO,52.23156579091593,-0.2474139037283939,St Neots,STNEOTS,GN
997,BGM,51.43291117408614,-0.019330802656895463,Bellingham,BELNGHM,SE
998,NTL,50.87490750220824,-1.3419028362101204,Netley,NETLEY,SW
999,HYH,51.88563742478688,0.927527574991041,Hythe,CLCHHYT,LE
1000,RDC,52.30632405278029,-1.9452496138594386,Redditch,RDIT,LM
1001,LTK,51.75223006263435,-0.8084523861022592,Little Kimble,LTLKMBL,CH
1002,EAS,0.0,0.0,"Earlston, Borders (Bus)",ELSN,ZB
1003,FOD,50.82939198683349,-0.5784100056675577,Ford,FORD,SN
1004,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJ1,SW
1005,HON,50.796579350564876,-3.186717808982303,Honiton,HONITON,SW
1006,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJ2,SW
1007,PNW,51.417553286206925,-0.0608399036443729,Penge West,PENEW,LO
1008,WFJ,51.66390585817985,-0.3959253002195836,Watford Junction,WATFJDC,LM
1009,HCH,53.19892941659841,-2.351139781283837,Holmes Chapel,HCHP,NT
1010,LVN,51.07974938367373,-0.3079805260172531,Littlehaven,LHVN,SN
1011,BTL,53.70993973413908,-1.6229524740761403,Batley,BATLEY,NT
1012,ZET,51.4921183,-0.193179,Earl's Court Underground,ELCT,LT
1013,WDL,55.931204970726995,-4.6554009609180556,Woodhall,WHHL,SR
1014,BLX,52.618198617116136,-2.0114778320535556,Bloxwich,BLOXWCH,LM
1015,HLS,50.82827483676501,-1.0587973705850062,Hilsea,HILSEA,SW
1016,MKT,51.88093688949532,0.7833273987947587,Marks Tey,MRKSTEY,LE
1017,OKE,50.7323785320102,-3.9962148243654285,Okehampton,OKHMPTN,GW
1018,HWY,51.62958420450421,-0.7454098639982839,High Wycombe,HWYCOMB,CH
1019,SYT,52.51022837209213,1.6522601256090639,Somerleyton,SMRLYTN,LE
1020,MRY,54.71131776313742,-3.4940743336681073,Maryport,MPRT,NT
1021,SDY,52.12473193956827,-0.28119044061350945,Sandy,SNDY,GN
1022,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJC,SW
1023,CEF,53.31222920924015,-1.9187623892255339,Chapel-en-le-Frith,CHEF,NT
1024,LTP,52.46237861986811,0.31655923210117,Littleport,LTLPORT,GN
1025,KPT,55.92470019029322,-4.4534119004764445,Kilpatrick,KLPTRCK,SR
1026,WDD,55.24130478469192,-1.6164734253298823,Widdrington,WDRNGTN,NT
1027,WHM,50.7680259433738,-3.3543220123297184,Whimple,WHIMPLE,SW
1028,CIT,51.40555464393463,0.05741797453482365,Chislehurst,CHSLHRS,SE
1029,PFR,53.69188002549768,-1.3033528107530727,Pontefract Baghill,PTFTBHL,NT
1030,BKC,53.38831173025184,-3.020820620812249,Birkenhead Central,BRKNHDC,ME
1031,HOY,53.60822667638778,-1.780965313622745,Honley,HONLEY,NT
1032,INC,53.53891030543832,-2.6115196452253455,Ince,INCE,NT
1033,XBV,0.0,0.0,Minehead Butlins (Bus),MINEBUT,ZB
1034,WHH,0.0,0.0,Whitehill Prince of Wales (Bus,WITEHIL,ZB
1035,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJM,SW
1036,GRC,52.059808956017484,0.19352101455663573,Great Chesterford,GTCHSFD,LE
1037,IPS,52.05059017669498,1.1444255837190085,Ipswich,IPSWICH,LE
1038,WCB,51.48420081201716,0.018394658237240825,Westcombe Park,WCOMBEP,SE
1039,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJN,SW
1040,LYP,50.75829871652525,-1.5294469142520057,Lymington Pier,LMTNPIR,SW
1041,CTF,51.4444048406528,-0.02631659262797845,Catford,CATFORD,SE
1042,CTE,55.765217543212984,-4.0046743292636275,Chatelherault,CHTLRT,SR
1043,FWY,52.47109327777176,-1.912954302035028,Five Ways,FIVEWYS,LM
1044,NDL,51.454508459590684,-0.08791754841046912,North Dulwich,NDULWCH,SN
1045,BWO,51.705426076187635,-0.35911502806959045,Bricket Wood,BCWD,LM
1046,BKN,53.40443297808625,-3.057533108487536,Birkenhead North,BRKNHDN,ME
1047,SOW,53.70784481292234,-1.9070215307148306,Sowerby Bridge,MLNRYDJ,NT
1048,BTY,51.181231310705144,-0.8681268517205992,Bentley (Hampshire),BNTEY,SW
1049,KLD,54.477755987784136,-1.0681434642426464,Kildale,KLDL,NT
1050,NQY,50.415092982165206,-5.075654147500133,Newquay,NEWQUAY,GW
1051,SCA,54.279790184073654,-0.40570304887481745,Scarborough,SCARBRO,TP
1052,BEG,51.20470673743428,0.4034955027056103,Beltring,BLTRNAB,SE
1053,BKP,53.397403658974255,-3.039100744789531,Birkenhead Park,BRKNHDP,ME
1054,CLJ,51.464185044292044,-0.17022147185427008,Clapham Junction,CLPHMJW,SW
1055,GLO,53.44446810084924,-1.949073727293084,Glossop,GLSP,NT
1056,GRH,55.88565950704439,-4.079494082272045,Gartcosh,GRTCSH,SR
1057,TUT,52.86413362147269,-1.6822349347751935,Tutbury & Hatton,TUTBURY,EM
1058,BCE,51.41309011270726,-0.7517036127618004,Bracknell,BRACKNL,SW
1059,XAD,0.0,0.0,Dunstable (Bus),DUNT,ZB
1060,NNT,54.52787896719481,-1.1694488357772803,Nunthorpe,NUNTHRP,NT
1061,ZNP,51.5756402,0.0901747,Newbury Park Underground,ILFENBP,LT
1062,SND,51.3469291320605,-0.8045905369205458,Sandhurst,SNDHRST,GW
1063,XTO,0.0,0.0,Trecynon (Bus),ABDATRE,AW
1064,FSB,50.8390495891515,-0.8150842088986902,Fishbourne (West Sussex),FSHBBUS,SN
1065,XCY,0.0,0.0,Tintagel (Bus),TINTLNG,ZB
1066,DUU,0.0,0.0,Duns (Bus),DUNS,ZB
1067,SLW,53.78153854843201,-2.8170384438027374,Salwick,SALWICK,NT
1068,DIG,50.713987518551185,-3.4735603873953713,Digby & Sowton,DIGBY,GW
1069,EDG,53.4026144946035,-2.946482929482947,Edge Hill,EDGH,NT
1070,INH,57.92486855191955,-4.399477817627322,Invershin,INVRSHN,SR
1071,BTB,53.575119282040156,-0.40967969173583857,Barnetby,BNTBY,TP
1072,SJN,54.9743,-1.6208,St James (T & W Metro),SNTJ,TW
1073,SUY,52.03627614443659,0.7354443059923774,Sudbury,SUDBURY,LE
1074,AIG,53.36456326605283,-2.9271548961754306,Aigburth,AIGBURT,ME
1075,ELR,53.498657422835144,-1.4274237920741177,Elsecar,ELSC,NT
1076,SGB,52.501779267495095,-1.980510905335912,Smethwick Galton Bridge,GALTILL,LM
1077,HYL,50.185560339134085,-5.419836076121626,Hayle,HAYLE,GW
1078,KEM,51.676993865675875,-2.022817089260325,Kemble,KEMBLE,GW
1079,LRN,0.0,0.0,Larne Harbour (Bus),LARNEHB,ZB
1080,WIM,51.42127371866525,-0.2063686576928071,Wimbledon,WIMBLDN,SW
1081,SAS,53.75303006691447,-3.0290992554741063,St Annes-on-the-Sea,STAS,NT
1082,SHM,52.941425071909514,1.210320184103691,Sheringham,SHRGHAM,LE
1083,WRL,54.88383881064871,-2.8317131226840764,Wetheral,WETHERL,NT
1084,SUP,51.41377967976933,0.021446330105330483,Sundridge Park,SNDP,SE
1085,AWM,52.030770306040736,-0.10978891215736522,Ashwell & Morden,ASHWELC,GN
1086,BUY,53.81202857585881,-1.5777675401775513,Burley Park,BRLEYPK,NT
1087,ABA,51.715056119437754,-3.443083397349216,Aberdare,ABDARE,AW
1088,CRO,55.955676222091135,-4.035975914111834,Croy,CROY,SR
1089,DAT,51.48307507408469,-0.5794218864944385,Datchet,DATCHET,SW
1090,UIG,0.0,0.0,"Uig, Skye (Bus)",UIGG,ZB
1091,LGS,55.821131759790376,-4.277340000962994,Langside,LNSD,SR
1092,WDM,54.379601367515676,-2.90339141449734,Windermere,WMER,TP
1093,GMY,51.56557706757199,0.11080707363485241,Goodmayes,GODMAYS,XR
1094,BDQ,53.79692281409099,-1.752961554492052,Bradford Forster Square,BRADFS,NT
1095,SOH,51.54143031674889,-0.17887776404576233,South Hampstead,SHMPSTD,LO
1096,GPK,51.6426054854684,-0.09735850032025233,Grange Park,GRPK,GN
1097,EDP,55.92754975919547,-3.307664119642849,Edinburgh Park,EDINPRK,SR
1098,NWB,51.562594013709756,-0.3039841112773398,North Wembley,NWEMBLY,LT
1099,NWE,51.979867660370196,0.21514048159220597,Newport (Essex),NEWPRTE,LE
1100,CYT,53.73286880218122,-2.5183788156172153,Cherry Tree,CHTR,NT
1101,RTY,0.0,0.0,"Rothesay, Bute (Bus)",RSAY,ZB
1102,HUY,53.40968239584766,-2.8429888014330884,Huyton,HUYTON,NT
1103,SFN,52.666069635519996,-2.371839725518402,Shifnal,SHIFNAL,LM
1104,TOM,51.588307972860186,-0.059929181231884905,Tottenham Hale,TTNHMHL,LE
1105,CDI,50.78330083311776,-3.646777513375312,Crediton,CREDITN,GW
1106,HUT,53.9558533272603,-0.4338615767625369,Hutton Cranswick,HTNCRNS,NT
1107,ABW,51.49106055880448,0.12139403194956183,Abbey Wood,ABWD,SE
1108,GDL,53.451701897352855,-2.0547723524901165,Godley,GODLY,NT
1109,RHD,54.20584318634286,-2.360855779362194,Ribblehead,RIBLHED,NT
1110,TYP,55.0173,-1.4282,Tynemouth (T & W Metro),TYNEMTH,TW
1111,CSO,53.66755845047332,-2.777749682193032,Croston,CROT,NT
1112,PHR,51.19733568117289,0.1734721836027448,Penshurst,PNSHRST,SN
1113,LAC,50.82708141983747,-0.3231092537856478,Lancing,LNCG,SN
1114,SWS,52.58222272408389,-1.1340771171174457,South Wigston,WGSTS,EM
1115,BUX,53.260719625455785,-1.912863372264596,Buxton,BUXTON,NT
1116,MLD,53.23180399676514,-2.7322244128191473,Mouldsworth,MLDSWTH,NT
